"table_name","column_order","column_name","data_type","not_null","default_value","primary_key"
"export_jobs","1","organization_id","TEXT","1",,"0"
"export_jobs","2","requested_by","TEXT","1",,"0"
"export_jobs","3","export_type","TEXT","1",,"0"
"export_jobs","4","format","TEXT","1",,"0"
"export_jobs","5","filters","TEXT","0",,"0"
"export_jobs","6","status","TEXT","1","'queued'","0"
"export_jobs","7","file_id","TEXT","0",,"0"
"export_jobs","8","row_count","INTEGER","0",,"0"
"export_jobs","9","requested_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"export_jobs","10","completed_at","TEXT","0",,"0"
"export_jobs","11","expires_at","TEXT","0",,"0"
"export_jobs","12","error_message","TEXT","0",,"0"
"feature_flags","0","organization_id","TEXT","1","'GLOBAL'","1"
"feature_flags","1","flag_key","TEXT","1",,"2"
"feature_flags","2","description","TEXT","0",,"0"
"feature_flags","3","is_enabled","INTEGER","1","0","0"
"feature_flags","4","rollout_percentage","INTEGER","1","0","0"
"feature_flags","5","targeting_rules","TEXT","0",,"0"
"feature_flags","6","updated_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"feature_flags","7","updated_by","TEXT","0",,"0"
"file_attachments","0","attachment_id","TEXT","0",,"1"
"file_attachments","1","file_id","TEXT","1",,"0"
"file_attachments","2","entity_type","TEXT","1",,"0"
"file_attachments","3","entity_id","TEXT","1",,"0"
"file_attachments","4","file_category","TEXT","0",,"0"
"file_attachments","5","attached_by","TEXT","1",,"0"
"file_attachments","6","attached_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"files","0","file_id","TEXT","0",,"1"
"files","1","organization_id","TEXT","1",,"0"
"files","2","storage_provider","TEXT","1","'gdrive'","0"
"files","3","storage_id","TEXT","1",,"0"
"files","4","storage_url","TEXT","0",,"0"
"files","5","file_name","TEXT","1",,"0"
"files","6","file_description","TEXT","0",,"0"
"files","7","file_size","INTEGER","0",,"0"
"files","8","mime_type","TEXT","0",,"0"
"files","9","checksum_sha256","TEXT","0",,"0"
"files","10","is_encrypted","INTEGER","1","0","0"
"files","11","uploaded_by","TEXT","1",,"0"
"files","12","uploaded_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"files","13","deleted_at","TEXT","0",,"0"
"files","14","deleted_by","TEXT","0",,"0"
"in_app_notifications","0","in_app_id","TEXT","0",,"1"
"in_app_notifications","1","user_id","TEXT","1",,"0"
"in_app_notifications","2","title","TEXT","1",,"0"
"in_app_notifications","3","body","TEXT","0",,"0"
"in_app_notifications","4","severity","TEXT","1","'info'","0"
"in_app_notifications","5","related_entity_type","TEXT","0",,"0"
"in_app_notifications","6","related_entity_id","TEXT","0",,"0"
"in_app_notifications","7","deep_link","TEXT","0",,"0"
"in_app_notifications","8","read_at","TEXT","0",,"0"
"in_app_notifications","9","created_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"in_app_notifications","10","expires_at","TEXT","0",,"0"
"ip_access_rules","0","rule_id","INTEGER","0",,"1"
"ip_access_rules","1","organization_id","TEXT","0",,"0"
"ip_access_rules","2","cidr","TEXT","1",,"0"
"ip_access_rules","3","rule_type","TEXT","1",,"0"
"ip_access_rules","4","description","TEXT","0",,"0"
"ip_access_rules","5","is_active","INTEGER","1","1","0"
"ip_access_rules","6","expires_at","TEXT","0",,"0"
"ip_access_rules","7","created_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"ip_access_rules","8","created_by","TEXT","0",,"0"
"job_locks","0","lock_key","TEXT","0",,"1"
"job_locks","1","holder","TEXT","1",,"0"
"job_locks","2","acquired_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"job_locks","3","expires_at","TEXT","1",,"0"
"job_locks","4","metadata","TEXT","0",,"0"
"legal_holds","0","hold_id","TEXT","0",,"1"
"legal_holds","1","name","TEXT","1",,"0"
"legal_holds","2","description","TEXT","0",,"0"
"legal_holds","3","entity_filter","TEXT","0",,"0"
"legal_holds","4","placed_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"legal_holds","5","placed_by","TEXT","1",,"0"
"legal_holds","6","released_at","TEXT","0",,"0"
"legal_holds","7","released_by","TEXT","0",,"0"
"login_attempts","0","attempt_id","INTEGER","0",,"1"
"login_attempts","1","email","TEXT","1",,"0"
"login_attempts","2","user_id","TEXT","0",,"0"
"login_attempts","3","organization_id","TEXT","0",,"0"
"login_attempts","4","success","INTEGER","1",,"0"
"login_attempts","5","failure_reason","TEXT","0",,"0"
"login_attempts","6","ip_address","TEXT","0",,"0"
"login_attempts","7","user_agent","TEXT","0",,"0"
"login_attempts","8","attempted_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"notification_dead_letter","0","notification_id","TEXT","0",,"1"
"notification_dead_letter","1","original_queue_data","TEXT","1",,"0"
"notification_dead_letter","2","last_error","TEXT","0",,"0"
"notification_dead_letter","3","failed_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"notification_dead_letter","4","requeued_at","TEXT","0",,"0"
"notification_dead_letter","5","requeued_by","TEXT","0",,"0"
"notification_queue","0","notification_id","TEXT","0",,"1"
"notification_queue","1","organization_id","TEXT","1",,"0"
"notification_queue","2","batch_type","TEXT","1",,"0"
"notification_queue","3","template_code","TEXT","0",,"0"
"notification_queue","4","priority","TEXT","1","'normal'","0"
"notification_queue","5","channel","TEXT","1","'email'","0"
"notification_queue","6","recipient_user_id","TEXT","0",,"0"
"notification_queue","7","recipient_email","TEXT","1",,"0"
"notification_queue","8","recipient_name","TEXT","0",,"0"
"notification_queue","9","cc_of_user_id","TEXT","0",,"0"
"notification_queue","10","is_cc","INTEGER","1","0","0"
"notification_queue","11","related_entity_type","TEXT","0",,"0"
"notification_queue","12","related_entity_id","TEXT","0",,"0"
"notification_queue","13","payload","TEXT","1",,"0"
"notification_queue","14","rendered_subject","TEXT","0",,"0"
"notification_queue","15","rendered_body","TEXT","0",,"0"
"notification_queue","16","status","TEXT","1","'pending'","0"
"notification_queue","17","attempts","INTEGER","1","0","0"
"notification_queue","18","max_attempts","INTEGER","1","5","0"
"notification_queue","19","next_attempt_at","TEXT","0",,"0"
"notification_queue","20","last_error","TEXT","0",,"0"
"notification_queue","21","scheduled_for","TEXT","0",,"0"
"notification_queue","22","created_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"notification_queue","23","sent_at","TEXT","0",,"0"
"notification_queue","24","failed_at","TEXT","0",,"0"
"organizations","0","organization_id","TEXT","0",,"1"
"organizations","1","org_code","TEXT","1",,"0"
"organizations","2","org_name","TEXT","1",,"0"
"organizations","3","legal_name","TEXT","0",,"0"
"organizations","4","country","TEXT","0",,"0"
"organizations","5","timezone","TEXT","1","'Africa/Nairobi'","0"
"organizations","6","locale","TEXT","1","'en-KE'","0"
"organizations","7","fiscal_year_start","TEXT","1","'01-01'","0"
"organizations","8","data_residency","TEXT","0",,"0"
"organizations","9","is_active","INTEGER","1","1","0"
"organizations","10","created_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"organizations","11","updated_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"organizations","12","deleted_at","TEXT","0",,"0"
"password_history","0","history_id","TEXT","1","lower(hex(randomblob(8)))","1"
"password_history","1","user_id","TEXT","1",,"0"
"password_history","2","password_hash","TEXT","1",,"0"
"password_history","3","password_salt","TEXT","1",,"0"
"password_history","4","password_algo","TEXT","1",,"0"
"password_history","5","changed_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"password_history","6","changed_by","TEXT","0",,"0"
"password_reset_tokens","0","token_id","TEXT","0",,"1"
"password_reset_tokens","1","user_id","TEXT","1",,"0"
"password_reset_tokens","2","token_hash","TEXT","1",,"0"
"password_reset_tokens","3","expires_at","TEXT","1",,"0"
"password_reset_tokens","4","used_at","TEXT","0",,"0"
"password_reset_tokens","5","requested_ip","TEXT","0",,"0"
"password_reset_tokens","6","created_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"permission_actions","0","action_code","TEXT","0",,"1"
"permission_actions","1","action_name","TEXT","1",,"0"
"permission_modules","0","module_code","TEXT","0",,"1"
"permission_modules","1","module_name","TEXT","1",,"0"
"permission_modules","2","description","TEXT","0",,"0"
"rate_limit_buckets","0","bucket_key","TEXT","0",,"1"
"rate_limit_buckets","1","bucket_type","TEXT","1",,"0"
"rate_limit_buckets","2","counter","INTEGER","1","0","0"
"rate_limit_buckets","3","window_start","TEXT","1",,"0"
"rate_limit_buckets","4","window_size_seconds","INTEGER","1",,"0"
"rate_limit_buckets","5","blocked_until","TEXT","0",,"0"
"reminders","0","reminder_id","TEXT","0",,"1"
"reminders","1","reminder_type","TEXT","1",,"0"
"reminders","2","related_entity_type","TEXT","1",,"0"
"reminders","3","related_entity_id","TEXT","1",,"0"
"reminders","4","target_user_id","TEXT","1",,"0"
"reminders","5","scheduled_for","TEXT","1",,"0"
"reminders","6","sent_at","TEXT","0",,"0"
"reminders","7","cancelled_at","TEXT","0",,"0"
"reminders","8","cancel_reason","TEXT","0",,"0"
"reminders","9","escalation_level","INTEGER","1","0","0"
"restore_runs","0","restore_id","TEXT","0",,"1"
"restore_runs","1","backup_id","TEXT","1",,"0"
"restore_runs","2","target","TEXT","1",,"0"
"restore_runs","3","started_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"restore_runs","4","completed_at","TEXT","0",,"0"
"restore_runs","5","status","TEXT","1","'running'","0"
"restore_runs","6","requested_by","TEXT","1",,"0"
"restore_runs","7","approved_by","TEXT","0",,"0"
"restore_runs","8","rows_restored","INTEGER","0",,"0"
"restore_runs","9","verification_status","TEXT","0",,"0"
"restore_runs","10","error_message","TEXT","0",,"0"
"restore_runs","11","notes","TEXT","0",,"0"
"retention_policies","0","policy_id","TEXT","0",,"1"
"retention_policies","1","entity_type","TEXT","1",,"0"
"retention_policies","2","retention_days","INTEGER","1",,"0"
"retention_policies","3","archive_target","TEXT","0",,"0"
"retention_policies","4","last_run_at","TEXT","0",,"0"
"retention_policies","5","rows_pruned","INTEGER","1","0","0"
"retention_policies","6","is_active","INTEGER","1","1","0"
"retention_policies","7","legal_hold","INTEGER","1","0","0"
"retention_policies","8","description","TEXT","0",,"0"
"role_permissions","0","role_code","TEXT","1",,"1"
"role_permissions","1","module_code","TEXT","1",,"2"
"role_permissions","2","action_code","TEXT","1",,"3"
"role_permissions","3","is_allowed","INTEGER","1","1","0"
"role_permissions","4","field_restrictions","TEXT","0",,"0"
"role_permissions","5","scope","TEXT","1","'ALL'","0"
"role_permissions","6","created_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"role_permissions","7","updated_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"role_permissions","8","can_view","INTEGER","1","0","0"
"role_permissions","9","can_create","INTEGER","1","0","0"
"role_permissions","10","can_update","INTEGER","1","0","0"
"role_permissions","11","can_delete","INTEGER","1","0","0"
"role_permissions","12","can_approve","INTEGER","1","0","0"
"role_permissions","13","can_export","INTEGER","1","0","0"
"roles","0","role_code","TEXT","0",,"1"
"roles","1","role_name","TEXT","1",,"0"
"roles","2","role_level","INTEGER","1",,"0"
"roles","3","description","TEXT","0",,"0"
"roles","4","is_system","INTEGER","1","0","0"
"roles","5","is_active","INTEGER","1","1","0"
"roles","6","created_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"roles","7","updated_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"saved_reports","0","report_id","TEXT","0",,"1"
"saved_reports","1","organization_id","TEXT","1",,"0"
"saved_reports","2","owner_user_id","TEXT","1",,"0"
"saved_reports","3","name","TEXT","1",,"0"
"saved_reports","4","description","TEXT","0",,"0"
"saved_reports","5","report_type","TEXT","1",,"0"
"saved_reports","6","query_definition","TEXT","1",,"0"
"saved_reports","7","schedule_cron","TEXT","0",,"0"
"saved_reports","8","last_generated_at","TEXT","0",,"0"
"saved_reports","9","is_shared","INTEGER","1","0","0"
"saved_reports","10","created_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"saved_reports","11","updated_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"scheduled_jobs","0","job_id","TEXT","0",,"1"
"scheduled_jobs","1","job_name","TEXT","1",,"0"
"scheduled_jobs","2","cron_expression","TEXT","0",,"0"
"scheduled_jobs","3","is_enabled","INTEGER","1","1","0"
"scheduled_jobs","4","last_run_at","TEXT","0",,"0"
"scheduled_jobs","5","last_run_status","TEXT","0",,"0"
"scheduled_jobs","6","last_run_duration_ms","INTEGER","0",,"0"
"scheduled_jobs","7","last_error","TEXT","0",,"0"
"scheduled_jobs","8","next_run_at","TEXT","0",,"0"
"scheduled_jobs","9","created_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"scheduled_jobs","10","updated_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"schema_migrations","0","version","TEXT","0",,"1"
"schema_migrations","1","applied_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"schema_migrations","2","applied_by","TEXT","0",,"0"
"schema_migrations","3","checksum","TEXT","1",,"0"
"schema_migrations","4","execution_ms","INTEGER","0",,"0"
